ID_Empleado,Sexo,Fecha_Nacimiento,Puesto_Aerolinea,Fecha_Ingreso,Fecha_Salida,Costo_Salida,Costo_Contratacion,Encuesta_Salida,Motivo_Abandono
VAT-001608,Masculino,1974-09-06,Gerente de operaciones,2023-03-03,,0,12245,N/A,N/A
VAT-001609,Femenino,1977-03-13,Mecánico de aviones,2022-12-09,,0,12191,N/A,N/A
VAT-001610,Femenino,1996-05-03,Controlador de tráfico aéreo,2023-08-19,,0,26100,N/A,N/A
VAT-001611,Masculino,1997-09-02,Mecánico de aviones,2023-09-12,,0,28855,N/A,N/A
VAT-001612,Masculino,1971-07-10,Gerente de operaciones,2022-10-26,,0,26529,N/A,N/A
VAT-001613,Femenino,1982-04-02,Gerente de operaciones,2023-05-13,,0,20787,N/A,N/A
VAT-001614,Femenino,1989-03-03,Gerente de operaciones,2023-09-26,,0,28336,N/A,N/A
VAT-001615,Masculino,1995-07-15,Gerente de operaciones,2023-05-28,2023-07-26,8569,10133,Insatisfecho,Falta de oportunidades de crecimiento
VAT-001616,Masculino,1980-05-27,Agente de servicio al cliente,2022-11-03,,0,18890,N/A,N/A
VAT-001617,Masculino,1978-01-03,Agente de servicio al cliente,2023-07-11,,0,28613,N/A,N/A
VAT-001618,Femenino,1997-11-17,Gerente de operaciones,2023-06-08,,0,19946,N/A,N/A
VAT-001619,Masculino,1977-09-03,Agente de servicio al cliente,2023-08-29,,0,12314,N/A,N/A
VAT-001620,Masculino,1987-11-13,Piloto,2023-01-08,,0,28007,N/A,N/A
VAT-001621,Masculino,1981-08-21,Gerente de operaciones,2023-06-07,,0,28321,N/A,N/A
VAT-001622,Femenino,1962-09-18,Gerente de operaciones,2023-04-19,,0,28965,N/A,N/A
VAT-001623,Femenino,1967-10-11,Mecánico de aviones,2023-01-16,,0,20649,N/A,N/A
VAT-001624,Masculino,1967-10-12,Gerente de operaciones,2023-02-23,,0,10996,N/A,N/A
VAT-001625,Masculino,1981-11-28,Gerente de operaciones,2023-01-17,,0,24471,N/A,N/A
VAT-001626,Femenino,1969-04-14,Controlador de tráfico aéreo,2023-04-25,,0,22892,N/A,N/A
VAT-001627,Masculino,1961-10-13,Gerente de operaciones,2023-02-17,,0,15729,N/A,N/A
VAT-001628,Masculino,1981-02-22,Gerente de operaciones,2022-11-29,,0,21696,N/A,N/A
VAT-001629,Masculino,1995-08-21,Mecánico de aviones,2023-04-07,,0,11511,N/A,N/A
VAT-001630,Masculino,1993-04-14,Gerente de operaciones,2023-07-26,,0,13137,N/A,N/A
VAT-001631,Masculino,1987-09-23,Gerente de operaciones,2023-08-21,,0,12171,N/A,N/A
VAT-001632,Masculino,1981-09-24,Gerente de operaciones,2023-03-01,,0,10922,N/A,N/A
VAT-001633,Masculino,1993-10-17,Gerente de operaciones,2023-06-17,,0,27869,N/A,N/A
VAT-001634,Masculino,1967-10-25,Gerente de operaciones,2023-08-04,,0,12972,N/A,N/A
VAT-001635,Femenino,1983-10-26,Gerente de operaciones,2023-09-07,,0,26303,N/A,N/A
VAT-001636,Femenino,1967-01-13,Agente de servicio al cliente,2023-01-03,,0,10033,N/A,N/A
VAT-001637,Femenino,1978-04-22,Gerente de operaciones,2023-07-31,2023-11-30,11584,24432,Satisfecho,Desacuerdo con la cultura de la empresa
VAT-001638,Masculino,1998-09-23,Gerente de operaciones,2023-07-19,,0,12849,N/A,N/A
VAT-001639,Femenino,1983-09-05,Gerente de operaciones,2023-05-20,,0,16783,N/A,N/A
VAT-001640,Masculino,1982-09-08,Agente de servicio al cliente,2022-12-27,,0,29875,N/A,N/A
VAT-001641,Masculino,1978-05-19,Controlador de tráfico aéreo,2023-01-06,2023-08-06,16246,25501,Neutral,Problemas personales
VAT-001642,Femenino,1982-10-23,Piloto,2023-04-07,,0,21446,N/A,N/A
VAT-001643,Femenino,1995-03-16,Gerente de operaciones,2023-07-24,2024-03-07,10862,21769,Insatisfecho,Mejor oferta laboral
VAT-001644,Masculino,1972-08-14,Controlador de tráfico aéreo,2022-12-11,,0,27229,N/A,N/A
VAT-001645,Femenino,1992-04-03,Asistente de vuelo,2022-12-05,,0,21319,N/A,N/A
VAT-001646,Masculino,1970-09-07,Gerente de operaciones,2022-11-28,,0,18098,N/A,N/A
VAT-001647,Femenino,1976-06-16,Gerente de operaciones,2023-06-05,,0,26398,N/A,N/A
VAT-001648,Masculino,1990-11-05,Gerente de operaciones,2023-01-29,,0,13034,N/A,N/A
VAT-001649,Masculino,1972-09-27,Gerente de operaciones,2023-06-20,,0,25581,N/A,N/A
VAT-001650,Femenino,1983-01-03,Agente de servicio al cliente,2023-08-02,,0,29692,N/A,N/A
VAT-001651,Masculino,1976-09-05,Agente de servicio al cliente,2023-01-15,,0,17611,N/A,N/A
VAT-001652,Masculino,1959-12-07,Mecánico de aviones,2023-03-08,,0,17735,N/A,N/A
VAT-001653,Femenino,1973-01-07,Agente de servicio al cliente,2023-07-19,,0,15810,N/A,N/A
VAT-001654,Femenino,1982-07-04,Controlador de tráfico aéreo,2023-03-13,2024-04-22,18871,27826,Neutral,Falta de oportunidades de crecimiento
VAT-001655,Masculino,1975-01-05,Gerente de operaciones,2023-05-23,,0,16664,N/A,N/A
VAT-001656,Femenino,1988-04-28,Asistente de vuelo,2023-07-16,,0,27175,N/A,N/A
VAT-001657,Masculino,1989-11-23,Gerente de operaciones,2023-02-07,,0,25302,N/A,N/A
VAT-001658,Femenino,1998-01-08,Agente de servicio al cliente,2023-08-17,,0,10197,N/A,N/A
VAT-001659,Masculino,1982-02-26,Gerente de operaciones,2022-12-07,,0,18960,N/A,N/A
VAT-001660,Masculino,1969-01-05,Mecánico de aviones,2023-08-29,,0,24943,N/A,N/A
VAT-001661,Femenino,1984-08-21,Gerente de operaciones,2022-11-17,,0,25730,N/A,N/A
VAT-001662,Femenino,1986-05-13,Agente de servicio al cliente,2023-08-27,2023-12-14,9154,13917,Neutral,Cambio de carrera
VAT-001663,Masculino,1972-09-14,Mecánico de aviones,2023-09-01,,0,23320,N/A,N/A
VAT-001664,Masculino,1973-07-03,Gerente de operaciones,2023-02-21,,0,23424,N/A,N/A
VAT-001665,Femenino,1959-08-21,Mecánico de aviones,2023-01-26,,0,15721,N/A,N/A
VAT-001666,Femenino,1961-12-12,Gerente de operaciones,2023-07-30,,0,28124,N/A,N/A
VAT-001667,Masculino,1997-08-22,Controlador de tráfico aéreo,2022-12-11,,0,11380,N/A,N/A
VAT-001668,Masculino,1983-10-15,Agente de servicio al cliente,2022-10-19,,0,14187,N/A,N/A
VAT-001669,Masculino,1995-08-28,Agente de servicio al cliente,2023-05-17,,0,14832,N/A,N/A
VAT-001670,Masculino,1989-09-26,Gerente de operaciones,2023-01-04,,0,26233,N/A,N/A
VAT-001671,Masculino,1972-11-17,Agente de servicio al cliente,2023-04-28,,0,19021,N/A,N/A
VAT-001672,Masculino,1959-10-01,Agente de servicio al cliente,2023-04-10,,0,25518,N/A,N/A
VAT-001673,Masculino,1998-03-24,Agente de servicio al cliente,2023-08-03,,0,20310,N/A,N/A
VAT-001674,Femenino,1962-03-06,Gerente de operaciones,2022-11-02,,0,13099,N/A,N/A
VAT-001675,Masculino,1992-06-05,Piloto,2023-02-20,,0,27024,N/A,N/A
VAT-001676,Femenino,1966-09-09,Gerente de operaciones,2022-10-12,,0,28799,N/A,N/A
VAT-001677,Femenino,1978-04-16,Gerente de operaciones,2023-05-01,,0,29615,N/A,N/A
VAT-001678,Masculino,1969-08-08,Agente de servicio al cliente,2023-02-21,,0,23978,N/A,N/A
VAT-001679,Masculino,1984-11-24,Gerente de operaciones,2023-07-13,,0,14726,N/A,N/A
VAT-001680,Femenino,1960-05-04,Gerente de operaciones,2023-09-01,,0,10287,N/A,N/A
VAT-001681,Masculino,1973-08-16,Gerente de operaciones,2022-12-04,2023-10-28,9666,29024,Satisfecho,Falta de oportunidades de crecimiento
VAT-001682,Masculino,1978-08-16,Gerente de operaciones,2023-06-05,,0,17778,N/A,N/A
VAT-001683,Masculino,1973-10-23,Gerente de operaciones,2022-11-02,,0,16038,N/A,N/A
VAT-001684,Masculino,1987-05-03,Agente de servicio al cliente,2023-04-19,2024-06-22,6287,11168,Satisfecho,Falta de oportunidades de crecimiento
VAT-001685,Masculino,1988-03-14,Gerente de operaciones,2023-05-16,2023-09-15,9120,24855,Satisfecho,Problemas personales
VAT-001686,Femenino,1993-01-08,Gerente de operaciones,2023-02-11,,0,28820,N/A,N/A
VAT-001687,Masculino,1966-07-16,Gerente de operaciones,2023-07-12,2024-08-20,12591,22029,Neutral,Cambio de carrera
VAT-001688,Masculino,1979-09-22,Gerente de operaciones,2023-01-20,,0,20992,N/A,N/A
VAT-001689,Masculino,1971-05-05,Gerente de operaciones,2023-09-16,,0,27557,N/A,N/A
VAT-001690,Masculino,1993-06-13,Mecánico de aviones,2023-05-17,,0,30000,N/A,N/A
VAT-001691,Masculino,1989-04-11,Agente de servicio al cliente,2022-12-23,,0,27261,N/A,N/A
VAT-001692,Femenino,1984-04-04,Gerente de operaciones,2022-10-31,,0,23794,N/A,N/A
VAT-001693,Masculino,1992-04-28,Gerente de operaciones,2023-01-15,,0,20640,N/A,N/A
VAT-001694,Masculino,1988-10-21,Gerente de operaciones,2023-08-09,,0,26371,N/A,N/A
VAT-001695,Femenino,1993-07-04,Gerente de operaciones,2023-06-19,,0,26558,N/A,N/A
VAT-001696,Masculino,1994-03-27,Agente de servicio al cliente,2023-05-25,,0,18695,N/A,N/A
VAT-001697,Femenino,1996-04-27,Gerente de operaciones,2023-02-22,,0,23993,N/A,N/A
VAT-001698,Femenino,1962-08-28,Gerente de operaciones,2023-05-22,,0,20551,N/A,N/A
VAT-001699,Femenino,1987-12-04,Mecánico de aviones,2023-08-05,,0,11494,N/A,N/A
VAT-001700,Masculino,1973-10-16,Mecánico de aviones,2023-02-04,,0,25572,N/A,N/A
VAT-001701,Masculino,1977-11-05,Asistente de vuelo,2023-08-22,,0,28866,N/A,N/A
VAT-001702,Femenino,1971-07-10,Gerente de operaciones,2023-09-04,,0,14776,N/A,N/A
VAT-001703,Masculino,1967-07-22,Agente de servicio al cliente,2023-09-24,,0,10760,N/A,N/A
VAT-001704,Masculino,1978-01-13,Gerente de operaciones,2023-06-14,,0,22117,N/A,N/A
VAT-001705,Femenino,1997-10-07,Controlador de tráfico aéreo,2023-01-11,,0,21593,N/A,N/A
VAT-001706,Femenino,1966-07-18,Gerente de operaciones,2023-02-05,,0,27555,N/A,N/A
VAT-001707,Masculino,1967-04-11,Agente de servicio al cliente,2022-11-22,,0,23953,N/A,N/A
VAT-001708,Masculino,1974-06-02,Agente de servicio al cliente,2022-12-12,,0,13991,N/A,N/A
VAT-001709,Masculino,1993-01-26,Mecánico de aviones,2023-05-14,,0,24722,N/A,N/A
VAT-001710,Masculino,1961-05-23,Gerente de operaciones,2022-12-02,,0,12110,N/A,N/A
VAT-001711,Femenino,1961-04-23,Agente de servicio al cliente,2023-06-13,,0,22491,N/A,N/A
VAT-001712,Masculino,1987-08-06,Controlador de tráfico aéreo,2023-04-07,2024-08-07,12708,26945,Insatisfecho,Desacuerdo con la cultura de la empresa
VAT-001713,Femenino,1982-12-27,Agente de servicio al cliente,2023-07-18,,0,24445,N/A,N/A
VAT-001714,Femenino,1984-02-13,Gerente de operaciones,2023-01-05,,0,15149,N/A,N/A
VAT-001715,Femenino,1998-03-23,Gerente de operaciones,2023-03-26,,0,17397,N/A,N/A
VAT-001716,Femenino,1994-10-11,Gerente de operaciones,2022-12-05,,0,22625,N/A,N/A
VAT-001717,Femenino,1990-01-03,Gerente de operaciones,2022-10-23,,0,28976,N/A,N/A
VAT-001718,Femenino,1974-01-20,Gerente de operaciones,2022-10-23,,0,28416,N/A,N/A
VAT-001719,Femenino,1986-12-22,Gerente de operaciones,2023-01-11,,0,23199,N/A,N/A
VAT-001720,Masculino,1973-01-06,Gerente de operaciones,2023-01-21,,0,21904,N/A,N/A
VAT-001721,Femenino,1966-05-16,Gerente de operaciones,2023-03-16,,0,28747,N/A,N/A
VAT-001722,Masculino,1980-02-19,Mecánico de aviones,2022-10-07,,0,21087,N/A,N/A
VAT-001723,Femenino,1993-08-09,Agente de servicio al cliente,2022-12-06,,0,19221,N/A,N/A
VAT-001724,Femenino,1989-01-19,Gerente de operaciones,2023-03-23,,0,19872,N/A,N/A
VAT-001725,Femenino,1987-10-18,Gerente de operaciones,2023-01-12,,0,10429,N/A,N/A
VAT-001726,Masculino,1961-12-27,Agente de servicio al cliente,2023-05-09,,0,29343,N/A,N/A
VAT-001727,Femenino,1993-04-22,Gerente de operaciones,2023-02-10,,0,26257,N/A,N/A
VAT-001728,Masculino,1963-01-24,Gerente de operaciones,2023-08-09,,0,22682,N/A,N/A
VAT-001729,Femenino,1967-11-07,Mecánico de aviones,2022-11-01,,0,22227,N/A,N/A
VAT-001730,Femenino,1979-04-08,Mecánico de aviones,2023-05-19,,0,27382,N/A,N/A
VAT-001731,Masculino,1965-12-18,Gerente de operaciones,2023-02-02,,0,15651,N/A,N/A
VAT-001732,Femenino,1985-09-23,Gerente de operaciones,2023-08-09,,0,15256,N/A,N/A
VAT-001733,Femenino,1962-09-07,Gerente de operaciones,2023-05-01,,0,24778,N/A,N/A
VAT-001734,Femenino,1978-04-27,Asistente de vuelo,2023-05-20,,0,17898,N/A,N/A
VAT-001735,Masculino,1977-08-03,Piloto,2022-11-03,,0,18558,N/A,N/A
VAT-001736,Masculino,1990-03-11,Mecánico de aviones,2023-06-21,,0,26163,N/A,N/A
VAT-001737,Femenino,1962-01-27,Gerente de operaciones,2023-01-16,,0,18779,N/A,N/A
VAT-001738,Femenino,1974-07-01,Gerente de operaciones,2023-06-05,,0,20056,N/A,N/A
VAT-001739,Masculino,1992-03-04,Mecánico de aviones,2023-07-04,,0,26633,N/A,N/A
VAT-001740,Masculino,1963-05-17,Gerente de operaciones,2023-05-20,,0,26328,N/A,N/A
VAT-001741,Femenino,1998-05-21,Controlador de tráfico aéreo,2023-04-21,,0,22943,N/A,N/A
VAT-001742,Femenino,1997-11-26,Gerente de operaciones,2023-04-28,2023-05-04,12439,29736,Satisfecho,Falta de oportunidades de crecimiento
VAT-001743,Femenino,1995-12-18,Agente de servicio al cliente,2022-10-09,,0,25209,N/A,N/A
VAT-001744,Masculino,1968-08-11,Gerente de operaciones,2022-12-09,,0,24505,N/A,N/A
VAT-001745,Masculino,1987-05-01,Gerente de operaciones,2022-11-10,,0,15923,N/A,N/A
VAT-001746,Masculino,1965-01-01,Mecánico de aviones,2023-09-30,2023-10-18,9660,17506,Insatisfecho,Problemas personales
VAT-001747,Masculino,1993-01-17,Gerente de operaciones,2023-07-01,,0,25984,N/A,N/A
VAT-001748,Masculino,1962-12-06,Controlador de tráfico aéreo,2023-06-20,2023-09-13,9701,15874,Neutral,Cambio de carrera
VAT-001749,Femenino,1991-11-27,Asistente de vuelo,2022-12-28,,0,18464,N/A,N/A
VAT-001750,Masculino,1975-08-10,Mecánico de aviones,2022-11-03,,0,16215,N/A,N/A
VAT-001751,Femenino,1996-10-07,Piloto,2022-10-13,,0,19217,N/A,N/A
VAT-001752,Masculino,1994-09-25,Gerente de operaciones,2023-01-10,,0,25903,N/A,N/A
VAT-001753,Femenino,1969-01-22,Gerente de operaciones,2023-09-17,2024-07-09,13661,17044,Satisfecho,Problemas personales
VAT-001754,Femenino,1983-01-27,Agente de servicio al cliente,2023-04-28,,0,11977,N/A,N/A
VAT-001755,Femenino,1965-08-16,Gerente de operaciones,2023-02-20,,0,11984,N/A,N/A
VAT-001756,Femenino,1997-06-20,Gerente de operaciones,2022-11-10,2023-04-29,17575,19028,Neutral,Mejor oferta laboral
VAT-001757,Femenino,1993-11-05,Gerente de operaciones,2023-07-13,,0,29231,N/A,N/A
VAT-001758,Masculino,1960-05-20,Gerente de operaciones,2023-04-20,,0,12899,N/A,N/A
VAT-001759,Femenino,1967-05-27,Gerente de operaciones,2023-01-20,,0,22015,N/A,N/A
VAT-001760,Masculino,1976-07-15,Gerente de operaciones,2022-10-26,,0,25107,N/A,N/A
VAT-001761,Femenino,1997-02-07,Gerente de operaciones,2023-06-07,,0,19611,N/A,N/A
VAT-001762,Femenino,1998-04-18,Gerente de operaciones,2023-04-27,,0,19101,N/A,N/A
VAT-001763,Masculino,1975-10-03,Asistente de vuelo,2022-10-16,,0,19259,N/A,N/A
VAT-001764,Femenino,1964-06-07,Piloto,2022-11-26,,0,14844,N/A,N/A
VAT-001765,Masculino,1978-06-11,Piloto,2023-08-21,,0,24100,N/A,N/A
VAT-001766,Femenino,1998-12-09,Gerente de operaciones,2023-04-20,,0,13310,N/A,N/A
VAT-001767,Femenino,1996-02-20,Mecánico de aviones,2022-12-14,,0,16445,N/A,N/A
VAT-001768,Femenino,1996-11-18,Gerente de operaciones,2023-02-28,,0,20035,N/A,N/A
VAT-001769,Femenino,1985-10-10,Gerente de operaciones,2022-12-21,,0,12813,N/A,N/A
VAT-001770,Masculino,1973-08-03,Mecánico de aviones,2022-12-27,2023-07-22,8820,16425,Insatisfecho,Problemas personales
VAT-001771,Masculino,1980-07-08,Mecánico de aviones,2023-04-06,,0,15926,N/A,N/A
VAT-001772,Femenino,1967-04-10,Gerente de operaciones,2023-05-03,2024-03-13,19232,26270,Neutral,Problemas personales
VAT-001773,Femenino,1985-06-22,Agente de servicio al cliente,2023-04-30,,0,18977,N/A,N/A
VAT-001774,Femenino,1984-12-17,Gerente de operaciones,2023-06-19,,0,19748,N/A,N/A
VAT-001775,Femenino,1982-08-24,Gerente de operaciones,2023-08-01,,0,26277,N/A,N/A
VAT-001776,Femenino,1976-09-09,Agente de servicio al cliente,2022-10-10,,0,17494,N/A,N/A
VAT-001777,Masculino,1975-02-19,Mecánico de aviones,2023-09-29,,0,21862,N/A,N/A
VAT-001778,Femenino,1987-06-12,Gerente de operaciones,2023-05-18,2024-06-02,6246,21492,Satisfecho,Falta de oportunidades de crecimiento
VAT-001779,Masculino,1972-03-02,Agente de servicio al cliente,2023-07-11,,0,29827,N/A,N/A
VAT-001780,Masculino,1989-08-24,Controlador de tráfico aéreo,2022-10-27,,0,25218,N/A,N/A
VAT-001781,Femenino,1965-11-24,Gerente de operaciones,2023-08-14,,0,21233,N/A,N/A
VAT-001782,Masculino,1998-06-20,Gerente de operaciones,2023-04-17,2024-07-12,16851,18552,Insatisfecho,Cambio de carrera
VAT-001783,Femenino,1979-10-24,Controlador de tráfico aéreo,2022-10-31,,0,20256,N/A,N/A
VAT-001784,Femenino,1988-12-06,Gerente de operaciones,2023-01-28,,0,27638,N/A,N/A
VAT-001785,Femenino,1975-03-12,Gerente de operaciones,2023-07-22,,0,28836,N/A,N/A
VAT-001786,Masculino,1986-05-17,Asistente de vuelo,2022-10-22,,0,14723,N/A,N/A
VAT-001787,Masculino,1966-02-13,Controlador de tráfico aéreo,2023-06-16,,0,29128,N/A,N/A
VAT-001788,Masculino,1991-09-14,Controlador de tráfico aéreo,2022-12-29,,0,28555,N/A,N/A
VAT-001789,Femenino,1991-04-10,Gerente de operaciones,2023-07-08,,0,28197,N/A,N/A
VAT-001790,Femenino,1990-07-01,Agente de servicio al cliente,2023-02-17,2023-05-01,5996,14469,Satisfecho,Mejor oferta laboral
VAT-001791,Femenino,1991-11-18,Gerente de operaciones,2022-10-01,,0,14792,N/A,N/A
VAT-001792,Masculino,1967-02-11,Gerente de operaciones,2022-12-24,,0,23435,N/A,N/A
VAT-001793,Masculino,1981-06-24,Mecánico de aviones,2023-04-22,,0,20870,N/A,N/A
VAT-001794,Femenino,1978-04-12,Gerente de operaciones,2022-10-07,,0,21037,N/A,N/A
VAT-001795,Femenino,1962-09-16,Agente de servicio al cliente,2022-10-12,,0,28919,N/A,N/A
VAT-001796,Masculino,1992-07-03,Piloto,2023-03-01,,0,10446,N/A,N/A
VAT-001797,Femenino,1997-01-07,Gerente de operaciones,2023-09-05,,0,29295,N/A,N/A
VAT-001798,Masculino,1992-04-18,Gerente de operaciones,2023-04-08,,0,23125,N/A,N/A
VAT-001799,Masculino,1997-04-14,Gerente de operaciones,2023-08-22,,0,10696,N/A,N/A
VAT-001800,Masculino,1972-01-02,Mecánico de aviones,2023-07-20,,0,16639,N/A,N/A
VAT-001801,Femenino,1981-08-01,Mecánico de aviones,2022-11-28,,0,20095,N/A,N/A
VAT-001802,Femenino,1988-06-22,Gerente de operaciones,2022-12-22,,0,16199,N/A,N/A
VAT-001803,Masculino,1970-06-03,Gerente de operaciones,2023-06-13,,0,24664,N/A,N/A
VAT-001804,Femenino,1975-12-07,Mecánico de aviones,2023-02-19,,0,18586,N/A,N/A
VAT-001805,Masculino,1976-09-09,Gerente de operaciones,2023-01-08,,0,26775,N/A,N/A
VAT-001806,Femenino,1970-08-28,Gerente de operaciones,2023-02-24,,0,15998,N/A,N/A
VAT-001807,Masculino,1961-01-08,Gerente de operaciones,2022-11-10,,0,14513,N/A,N/A
VAT-001808,Masculino,1998-09-09,Asistente de vuelo,2023-01-19,,0,17376,N/A,N/A
VAT-001809,Masculino,1971-06-04,Agente de servicio al cliente,2023-05-31,,0,22615,N/A,N/A
VAT-001810,Femenino,1961-05-27,Gerente de operaciones,2023-04-20,,0,18435,N/A,N/A
VAT-001811,Masculino,1999-08-12,Gerente de operaciones,2022-12-25,,0,13200,N/A,N/A
VAT-001812,Masculino,1998-01-20,Agente de servicio al cliente,2023-03-26,,0,10747,N/A,N/A
VAT-001813,Masculino,1982-08-08,Agente de servicio al cliente,2023-09-05,,0,14989,N/A,N/A
VAT-001814,Masculino,1960-09-03,Mecánico de aviones,2023-08-26,,0,27715,N/A,N/A
VAT-001815,Femenino,1992-10-10,Agente de servicio al cliente,2022-10-16,,0,26454,N/A,N/A
VAT-001816,Femenino,1990-04-05,Piloto,2023-07-21,,0,20297,N/A,N/A
VAT-001817,Masculino,1998-08-05,Gerente de operaciones,2023-03-26,,0,23982,N/A,N/A
VAT-001818,Femenino,1988-02-24,Agente de servicio al cliente,2022-12-07,,0,24399,N/A,N/A
VAT-001819,Masculino,1970-07-16,Gerente de operaciones,2023-05-05,,0,11561,N/A,N/A
VAT-001820,Femenino,1967-06-16,Controlador de tráfico aéreo,2022-10-09,,0,14506,N/A,N/A
VAT-001821,Femenino,1986-05-21,Agente de servicio al cliente,2023-06-22,,0,23696,N/A,N/A
VAT-001822,Femenino,1990-01-18,Gerente de operaciones,2023-09-28,,0,12446,N/A,N/A
VAT-001823,Masculino,1968-12-25,Gerente de operaciones,2023-08-19,,0,29759,N/A,N/A
VAT-001824,Masculino,1978-07-06,Agente de servicio al cliente,2023-07-05,,0,14291,N/A,N/A
VAT-001825,Masculino,1961-02-08,Piloto,2023-01-15,,0,21637,N/A,N/A
VAT-001826,Masculino,1996-10-13,Piloto,2022-10-04,,0,26977,N/A,N/A
VAT-001827,Femenino,1977-01-09,Agente de servicio al cliente,2023-08-16,,0,24095,N/A,N/A
VAT-001828,Femenino,1988-09-13,Gerente de operaciones,2023-01-31,,0,17701,N/A,N/A
VAT-001829,Femenino,1962-01-14,Agente de servicio al cliente,2023-01-21,2024-06-13,18958,26765,Satisfecho,Mejor oferta laboral
VAT-001830,Masculino,1991-04-04,Agente de servicio al cliente,2023-02-10,,0,18305,N/A,N/A
VAT-001831,Masculino,1996-02-02,Gerente de operaciones,2023-06-19,,0,24358,N/A,N/A
VAT-001832,Masculino,1980-10-17,Agente de servicio al cliente,2023-02-27,,0,11512,N/A,N/A
VAT-001833,Masculino,1965-02-12,Gerente de operaciones,2023-03-03,,0,25632,N/A,N/A
VAT-001834,Masculino,1973-01-15,Gerente de operaciones,2023-03-18,,0,14645,N/A,N/A
VAT-001835,Masculino,1969-03-11,Gerente de operaciones,2023-04-28,2023-09-27,18291,19670,Neutral,Desacuerdo con la cultura de la empresa
VAT-001836,Masculino,1994-01-20,Mecánico de aviones,2023-03-07,,0,13670,N/A,N/A
VAT-001837,Masculino,1972-01-02,Gerente de operaciones,2023-04-23,,0,19798,N/A,N/A
VAT-001838,Femenino,1986-06-24,Piloto,2023-04-23,,0,28923,N/A,N/A
VAT-001839,Masculino,1975-04-22,Gerente de operaciones,2023-06-19,,0,15635,N/A,N/A
VAT-001840,Masculino,1986-07-20,Agente de servicio al cliente,2022-12-27,,0,19574,N/A,N/A
VAT-001841,Femenino,1974-06-15,Controlador de tráfico aéreo,2022-11-01,,0,19328,N/A,N/A
VAT-001842,Femenino,1979-02-08,Agente de servicio al cliente,2023-08-17,,0,24059,N/A,N/A
VAT-001843,Femenino,1980-10-15,Gerente de operaciones,2022-10-10,,0,16605,N/A,N/A
VAT-001844,Masculino,1966-09-26,Piloto,2023-02-25,,0,18181,N/A,N/A
VAT-001845,Femenino,1985-12-10,Mecánico de aviones,2022-12-28,,0,27536,N/A,N/A
VAT-001846,Femenino,1998-11-09,Gerente de operaciones,2023-05-06,,0,13844,N/A,N/A
VAT-001847,Masculino,1991-12-22,Gerente de operaciones,2023-03-30,,0,13525,N/A,N/A
VAT-001848,Masculino,1963-10-21,Agente de servicio al cliente,2023-04-06,,0,11409,N/A,N/A
VAT-001849,Femenino,1979-09-07,Gerente de operaciones,2022-10-18,,0,18369,N/A,N/A
VAT-001850,Masculino,1995-01-28,Agente de servicio al cliente,2022-10-10,,0,11856,N/A,N/A
VAT-001851,Masculino,1971-02-16,Gerente de operaciones,2023-04-29,,0,26365,N/A,N/A
VAT-001852,Femenino,1972-02-26,Agente de servicio al cliente,2022-12-13,,0,26963,N/A,N/A
VAT-001853,Masculino,1960-07-25,Gerente de operaciones,2023-06-18,,0,15404,N/A,N/A
VAT-001854,Femenino,1969-03-06,Agente de servicio al cliente,2023-08-05,,0,25520,N/A,N/A
VAT-001855,Femenino,1982-06-25,Agente de servicio al cliente,2022-12-20,,0,11617,N/A,N/A
VAT-001856,Femenino,1976-10-02,Controlador de tráfico aéreo,2023-09-28,,0,28673,N/A,N/A
VAT-001857,Masculino,1984-06-06,Controlador de tráfico aéreo,2023-09-10,,0,17728,N/A,N/A
VAT-001858,Masculino,1973-12-15,Gerente de operaciones,2022-12-04,,0,10823,N/A,N/A
VAT-001859,Femenino,1994-07-22,Agente de servicio al cliente,2022-12-13,,0,18645,N/A,N/A
VAT-001860,Femenino,1979-04-04,Gerente de operaciones,2023-04-05,,0,10027,N/A,N/A
VAT-001861,Masculino,1999-06-13,Gerente de operaciones,2023-09-15,,0,25755,N/A,N/A
VAT-001862,Masculino,1965-11-15,Gerente de operaciones,2023-02-23,,0,28268,N/A,N/A
VAT-001863,Masculino,1991-03-11,Gerente de operaciones,2023-03-30,,0,24388,N/A,N/A
VAT-001864,Masculino,1976-11-19,Controlador de tráfico aéreo,2022-12-06,,0,17870,N/A,N/A
VAT-001865,Femenino,1977-02-19,Piloto,2023-06-12,,0,12064,N/A,N/A
VAT-001866,Femenino,1974-04-15,Gerente de operaciones,2022-11-11,,0,29480,N/A,N/A
VAT-001867,Femenino,1982-12-04,Agente de servicio al cliente,2023-06-17,,0,21318,N/A,N/A
VAT-001868,Femenino,1996-03-14,Gerente de operaciones,2023-01-22,,0,28152,N/A,N/A
VAT-001869,Masculino,1980-03-18,Agente de servicio al cliente,2023-08-18,,0,11238,N/A,N/A
VAT-001870,Femenino,1961-12-26,Agente de servicio al cliente,2022-11-20,,0,13438,N/A,N/A
VAT-001871,Masculino,1960-09-16,Gerente de operaciones,2023-08-19,2023-11-09,5236,13227,Satisfecho,Desacuerdo con la cultura de la empresa
VAT-001872,Masculino,1991-03-21,Piloto,2023-02-09,,0,14213,N/A,N/A
VAT-001873,Masculino,1975-04-23,Gerente de operaciones,2023-06-12,,0,20712,N/A,N/A
VAT-001874,Femenino,1971-07-04,Asistente de vuelo,2022-11-05,,0,22798,N/A,N/A
